LOCATION,DAY,ORDER_NUMBER,FLAVOR,SCOOPS
Chestermere,16,40,chocolate,3
Mannville,15,110,strawberry,1
Lomond,20,211,vanilla,1
Vermilion,4,100,strawberry,1
Mundare,2,46,chocolate,2
Valleyview,18,68,vanilla,2
Valleyview,21,23,chocolate,2
Bashaw,30,124,banana,2
Bashaw,30,20,banana,2
Eckville,20,97,chocolate,2
Athabasca,3,127,chocolate,2
Bashaw,19,146,chocolate,1
Bruderheim,23,30,vanilla,3
Lamont,6,143,strawberry,3
Girouxville,13,101,chocolate,2
Bashaw,25,69,vanilla,2
Bashaw,26,58,strawberry,1
Girouxville,26,170,vanilla,2
Delburne,4,52,chocolate,2
Vermilion,2,38,strawberry,2
Mundare,22,88,chocolate,3
Lamont,6,37,strawberry,1
Delburne,18,77,chocolate,1
Mundare,5,17,vanilla,1
Mannville,17,142,vanilla,2
Olds,7,84,strawberry,1
Bashaw,8,220,strawberry,2
Magrath,15,155,strawberry,2
Falher,28,109,strawberry,1
Cardston,25,110,vanilla,2
Bruderheim,23,70,vanilla,1
Lamont,18,23,strawberry,3
Girouxville,8,57,vanilla,1
Falher,6,36,vanilla,3
Olds,14,7,vanilla,2
Mundare,9,206,strawberry,2
Valleyview,1,172,vanilla,3
Bruderheim,22,14,vanilla,2
Mundare,16,205,chocolate,3
Bruderheim,12,8,vanilla,2
Girouxville,8,199,banana,1
Cardston,14,126,chocolate,2
Valleyview,12,58,banana,3
Cardston,30,98,banana,3
Magrath,21,15,strawberry,2
Athabasca,22,28,chocolate,2
Cardston,30,43,banana,2
Delburne,1,88,chocolate,2
Myrnam,26,64,vanilla,3
Delburne,21,97,strawberry,3
Lomond,22,67,vanilla,2
Mannville,30,13,strawberry,3
Mundare,7,27,vanilla,2
Olds,3,92,strawberry,1
Mundare,5,147,chocolate,2
Olds,9,132,strawberry,2
Olds,7,2,strawberry,1
Girouxville,26,92,vanilla,3
Girouxville,10,9,vanilla,3
Myrnam,4,101,vanilla,1
Lacombe,1,107,strawberry,2
Chestermere,2,27,strawberry,2
Olds,9,81,chocolate,2
Valleyview,18,161,chocolate,1
Athabasca,23,145,vanilla,2
Olds,24,96,vanilla,3
Mannville,10,169,strawberry,1
Lamont,16,54,strawberry,2
Athabasca,3,78,vanilla,1
Cardston,6,156,chocolate,3
Mundare,12,33,strawberry,3
Chestermere,30,15,chocolate,2
Bashaw,10,121,chocolate,1
Chestermere,24,85,chocolate,3
Vermilion,20,39,strawberry,2
Valleyview,4,53,vanilla,2
Myrnam,14,23,chocolate,3
Cardston,1,116,vanilla,2
Mundare,2,59,strawberry,3
Valleyview,20,170,chocolate,1
Girouxville,20,164,vanilla,2
Myrnam,29,29,chocolate,2
Vermilion,1,1,strawberry,3
Myrnam,8,11,chocolate,1
Valleyview,17,34,banana,3
Eckville,1,108,chocolate,3
Mundare,22,122,chocolate,1
Chestermere,19,82,chocolate,1
Chestermere,28,32,strawberry,3
Lomond,14,82,strawberry,2
Valleyview,4,16,chocolate,1
Lacombe,27,54,vanilla,2
Olds,15,33,chocolate,3
Girouxville,26,223,banana,2
Olds,5,91,chocolate,3
Olds,11,65,chocolate,2
Lomond,18,71,strawberry,2
Mannville,3,190,banana,3
Mundare,27,69,chocolate,2
Mundare,14,1,chocolate,3
Girouxville,24,130,strawberry,1
Mundare,23,25,chocolate,2
Lacombe,10,48,strawberry,2
Bashaw,27,31,vanilla,3
Bashaw,6,45,vanilla,3
Valleyview,26,88,strawberry,1
Bashaw,14,1,banana,2
Bashaw,19,42,chocolate,1
Falher,5,139,vanilla,2
Chestermere,28,36,banana,2
Athabasca,12,55,strawberry,2
Ryley,21,11,chocolate,2
Mannville,12,121,vanilla,3
Olds,3,61,banana,1
Bruderheim,8,27,vanilla,1
Myrnam,18,107,strawberry,3
Mannville,30,156,banana,3
Mundare,18,69,vanilla,2
Bashaw,20,7,chocolate,2
Vermilion,20,69,chocolate,1
Cardston,6,172,strawberry,2
Mundare,24,206,banana,1
Girouxville,3,94,chocolate,1
Chestermere,2,47,banana,2
Olds,26,19,strawberry,1
Athabasca,3,173,vanilla,1
Chestermere,22,58,vanilla,2
Athabasca,3,31,chocolate,2
Myrnam,1,120,strawberry,1
Eckville,20,76,strawberry,2
Falher,29,3,strawberry,2
Bashaw,19,145,chocolate,1
Lomond,11,33,vanilla,2
Mannville,14,77,strawberry,2
Magrath,4,53,vanilla,2
Delburne,30,52,strawberry,1
Bashaw,13,141,vanilla,2
Girouxville,27,59,vanilla,1
Olds,15,69,banana,2
Delburne,8,26,vanilla,3
Girouxville,22,2,banana,1
Mundare,24,86,vanilla,2
Mundare,24,200,strawberry,2
Lamont,15,58,chocolate,3
Athabasca,3,32,banana,2
Eckville,8,173,chocolate,2
Mundare,22,54,strawberry,1
Lacombe,25,99,chocolate,2
Eckville,2,59,chocolate,2
Lomond,23,148,strawberry,3
Delburne,25,28,banana,2
Mannville,6,181,vanilla,1
Bashaw,11,186,strawberry,3
Mundare,18,144,chocolate,2
Magrath,18,43,chocolate,2
Myrnam,23,6,chocolate,3
Lomond,5,98,chocolate,2
Myrnam,30,44,vanilla,1
Girouxville,2,41,chocolate,2
Delburne,5,83,banana,1
Lomond,18,17,vanilla,2
Chestermere,13,58,vanilla,2
Bashaw,8,187,chocolate,2
Bashaw,27,156,strawberry,1
Lomond,17,76,vanilla,2
Girouxville,18,85,strawberry,3
Athabasca,11,79,chocolate,2
Chestermere,19,8,strawberry,3
Lacombe,30,29,chocolate,2
Mundare,23,139,strawberry,1
Lacombe,25,14,strawberry,1
Lacombe,2,18,vanilla,1
Lomond,11,125,vanilla,2
Olds,6,8,strawberry,1
Olds,3,36,chocolate,3
Mannville,18,56,vanilla,2
Delburne,14,77,chocolate,2
Bashaw,17,78,vanilla,1
Bashaw,25,123,strawberry,2
Girouxville,8,93,vanilla,3
Mannville,11,103,banana,1
Ryley,12,26,banana,3
Delburne,22,122,banana,2
Magrath,9,1,banana,1
Bruderheim,18,87,vanilla,2
Lamont,20,92,chocolate,2
Lomond,14,150,banana,3
Delburne,21,62,strawberry,3
Olds,8,59,chocolate,2
Chestermere,11,117,chocolate,2
Falher,4,26,chocolate,2
Bashaw,23,65,chocolate,2
Cardston,28,97,strawberry,1
Mannville,4,61,chocolate,3
Myrnam,17,85,vanilla,2
Mundare,21,91,banana,2
Chestermere,8,17,strawberry,1
Myrnam,8,70,vanilla,1
Valleyview,2,134,strawberry,1
Cardston,17,68,banana,1
Bashaw,12,166,strawberry,2
Valleyview,19,61,banana,2
Bruderheim,24,124,banana,3
Chestermere,1,41,chocolate,1
Magrath,21,141,strawberry,2
Mannville,25,108,vanilla,1
Delburne,24,104,banana,2
Olds,30,23,strawberry,2
Valleyview,18,139,vanilla,1
Magrath,5,114,vanilla,2
Lomond,25,97,chocolate,2
Valleyview,5,159,strawberry,3
Valleyview,18,128,chocolate,2
Olds,19,22,chocolate,2
Olds,24,106,chocolate,1
Valleyview,30,29,strawberry,1
Bruderheim,15,57,chocolate,1
Eckville,25,48,banana,1
Mannville,6,192,vanilla,2
Athabasca,18,115,vanilla,2
Eckville,27,38,chocolate,1
Mannville,3,94,vanilla,1
Lacombe,12,14,banana,1
Vermilion,12,62,chocolate,1
Olds,1,54,banana,1
Bashaw,22,134,vanilla,3
Olds,3,55,strawberry,2
Bashaw,19,183,banana,2
Mundare,11,148,chocolate,2
Mannville,5,124,strawberry,2
Lacombe,12,109,vanilla,2
Mundare,5,74,banana,2
Olds,2,82,vanilla,1
Lamont,24,71,chocolate,1
Ryley,15,70,chocolate,2
Ryley,15,16,chocolate,2
Falher,25,23,vanilla,2
Athabasca,17,4,chocolate,1
Falher,8,57,vanilla,2
Ryley,24,6,vanilla,3
Girouxville,30,89,chocolate,1
Eckville,9,160,chocolate,1
Bruderheim,2,114,strawberry,1
Valleyview,21,137,vanilla,2
Delburne,14,53,vanilla,2
Athabasca,11,108,strawberry,1
Valleyview,27,137,strawberry,1
Ryley,13,42,vanilla,2
Ryley,3,21,banana,3
Bashaw,18,47,strawberry,2
Cardston,7,54,strawberry,3
Mannville,7,27,chocolate,2
Magrath,2,24,strawberry,2
Delburne,26,59,strawberry,3
Falher,7,36,strawberry,2
Girouxville,16,192,vanilla,3
Eckville,1,79,chocolate,2
Mundare,11,156,strawberry,1
Myrnam,29,107,strawberry,2
Olds,20,148,chocolate,2
Lamont,3,44,strawberry,2
Valleyview,30,16,vanilla,2
Delburne,2,7,strawberry,1
Valleyview,15,81,strawberry,3
Falher,1,7,banana,1
Cardston,19,45,strawberry,2
Lamont,12,18,vanilla,3
Chestermere,15,85,chocolate,1
Mundare,27,18,chocolate,2
Lomond,16,171,strawberry,3
Girouxville,21,76,vanilla,1
Lacombe,1,57,strawberry,2
Valleyview,2,184,chocolate,2
Athabasca,6,86,vanilla,2
Eckville,15,101,strawberry,3
Cardston,17,95,chocolate,3
Girouxville,26,229,strawberry,2
Lomond,11,177,strawberry,1
Ryley,8,22,chocolate,1
Ryley,18,147,chocolate,1
Valleyview,2,25,vanilla,1
Eckville,6,17,chocolate,2
Valleyview,15,121,banana,1
Lomond,29,117,strawberry,2
Cardston,18,1,strawberry,2
Myrnam,9,101,vanilla,1
Olds,25,33,chocolate,2
Eckville,1,45,chocolate,2
Falher,9,23,strawberry,1
Eckville,29,107,vanilla,1
Falher,10,9,vanilla,1
Valleyview,15,215,banana,1
Delburne,26,120,chocolate,2
Lacombe,18,62,chocolate,1
Bruderheim,10,64,vanilla,1
Mundare,7,13,strawberry,1
Valleyview,20,163,vanilla,3
Myrnam,3,22,banana,3
Mundare,29,90,vanilla,1
Magrath,15,103,banana,1
Delburne,29,44,chocolate,2
Chestermere,23,51,strawberry,1
Bashaw,16,89,strawberry,2
Olds,17,70,chocolate,2
Lomond,21,153,vanilla,1
Olds,24,113,chocolate,1
Mundare,24,13,vanilla,2
Athabasca,11,40,strawberry,2
Cardston,7,44,strawberry,1
Girouxville,27,96,strawberry,1
Mannville,14,178,vanilla,3
Vermilion,14,5,strawberry,2
Girouxville,30,199,chocolate,2
Valleyview,3,91,chocolate,3
Athabasca,21,210,vanilla,3
Athabasca,12,95,chocolate,2
Ryley,27,86,chocolate,1
Myrnam,17,1,vanilla,1
Eckville,24,27,strawberry,2
Mundare,28,45,chocolate,3
Lomond,7,58,chocolate,1
Chestermere,30,61,vanilla,1
Girouxville,5,66,chocolate,3
Olds,6,43,strawberry,1
Falher,19,106,banana,1
Vermilion,17,114,strawberry,2
Chestermere,9,138,chocolate,2
Mundare,8,216,strawberry,2
Lomond,29,81,chocolate,2
Bruderheim,12,8,strawberry,3
Vermilion,16,53,strawberry,3
Chestermere,11,78,chocolate,2
Bashaw,28,90,strawberry,2
Falher,18,8,chocolate,2
Cardston,24,47,chocolate,1
Olds,9,33,vanilla,1
Bashaw,7,230,chocolate,1
Lacombe,26,57,vanilla,2
Eckville,29,39,vanilla,2
Mundare,2,118,strawberry,2
Cardston,1,78,chocolate,1
Vermilion,24,7,chocolate,1
Girouxville,8,45,strawberry,1
Lamont,20,110,strawberry,3
Lomond,4,80,vanilla,2
Cardston,4,59,vanilla,2
Eckville,19,80,vanilla,2
Delburne,1,156,vanilla,1
Eckville,2,82,strawberry,2
Delburne,23,37,chocolate,1
Olds,24,9,banana,2
Lomond,4,182,chocolate,2
Magrath,29,122,vanilla,3
Athabasca,3,70,banana,1
Lacombe,17,59,chocolate,1
Myrnam,13,41,banana,1
Lamont,4,58,chocolate,2
Valleyview,29,42,chocolate,2
Falher,23,50,strawberry,2
Athabasca,28,74,strawberry,3
Lamont,19,17,chocolate,1
Girouxville,2,57,vanilla,1
Bashaw,1,87,vanilla,3
Olds,2,6,vanilla,2
Bashaw,20,3,chocolate,2
Delburne,21,45,chocolate,2
Magrath,29,34,vanilla,1
Delburne,21,65,chocolate,3
Bashaw,13,129,banana,2
Valleyview,23,11,strawberry,3
Ryley,1,120,strawberry,1
Valleyview,22,16,vanilla,1
Mannville,19,112,chocolate,3
Girouxville,8,170,vanilla,2
Chestermere,17,48,chocolate,2
Lomond,6,39,strawberry,1
Athabasca,1,29,vanilla,2
Bruderheim,23,30,banana,1
Olds,7,40,chocolate,2
Bashaw,30,146,chocolate,1
Mundare,24,170,strawberry,1
Olds,4,44,strawberry,3
Lomond,24,85,chocolate,1
Lamont,9,47,chocolate,1
Girouxville,15,97,banana,2
Chestermere,21,89,strawberry,2
Eckville,3,123,strawberry,2
Falher,10,89,vanilla,3
Olds,8,112,strawberry,2
Chestermere,24,78,vanilla,1
Athabasca,18,137,vanilla,2
Lamont,11,45,vanilla,2
Eckville,23,70,chocolate,2
Vermilion,21,46,vanilla,1
Ryley,12,97,banana,1
Lacombe,12,77,chocolate,2
Cardston,11,40,chocolate,3
Mundare,6,158,chocolate,2
Magrath,8,79,vanilla,1
Ryley,13,89,strawberry,2
Mannville,30,152,chocolate,1
Ryley,30,9,strawberry,3
Mannville,22,123,vanilla,2
Bashaw,25,30,chocolate,3
Bruderheim,5,2,strawberry,2
Valleyview,4,12,strawberry,3
Ryley,27,15,vanilla,1
Falher,12,14,chocolate,1
Valleyview,16,123,chocolate,2
Valleyview,29,184,banana,3
Mundare,20,105,strawberry,1
Mannville,16,154,strawberry,1
Mannville,16,21,chocolate,2
Vermilion,27,106,chocolate,3
Chestermere,18,73,strawberry,2
Ryley,23,59,strawberry,2
Myrnam,16,66,vanilla,1
Mannville,30,177,vanilla,1
Bashaw,24,87,strawberry,1
Athabasca,29,148,banana,1
Myrnam,17,70,banana,2
Lamont,6,56,strawberry,2
Athabasca,20,135,strawberry,1
Girouxville,25,201,vanilla,1
Olds,20,10,chocolate,2
Chestermere,4,147,banana,2
Lomond,21,63,chocolate,1
Lomond,14,105,chocolate,2
Athabasca,4,88,vanilla,2
Bruderheim,27,19,vanilla,1
Girouxville,23,34,strawberry,1
Chestermere,15,32,banana,1
Mannville,29,96,chocolate,2
Bruderheim,28,170,vanilla,1
Lacombe,15,19,strawberry,1
Mundare,3,132,vanilla,1
Mundare,21,206,strawberry,1
Magrath,20,14,strawberry,2
Lacombe,22,5,chocolate,1
Mundare,9,50,strawberry,1
Bruderheim,2,49,banana,3
Bruderheim,19,49,vanilla,2
Falher,16,55,chocolate,3
Bruderheim,22,73,strawberry,1
Bruderheim,16,55,banana,2
Olds,18,138,strawberry,3
Vermilion,14,15,vanilla,2
Chestermere,20,142,vanilla,3
Valleyview,7,80,vanilla,2
Lomond,24,69,banana,1
Delburne,15,82,vanilla,1
Olds,16,7,vanilla,2
Girouxville,26,85,banana,2
Girouxville,2,98,chocolate,1
Myrnam,19,28,banana,3
Mundare,7,1,vanilla,3
Eckville,1,43,vanilla,1
Lomond,19,98,vanilla,3
Lamont,18,7,chocolate,2
Vermilion,13,77,strawberry,2
Lacombe,17,34,banana,2
Bashaw,11,184,chocolate,2
Eckville,13,23,vanilla,2
Bashaw,16,96,chocolate,3
Bashaw,18,76,chocolate,1
Mannville,19,136,strawberry,2
Ryley,2,54,strawberry,3
Myrnam,6,108,banana,2
Eckville,19,129,chocolate,1
Bashaw,19,100,banana,2
Girouxville,7,15,strawberry,3
Mundare,22,46,chocolate,1
Falher,24,102,banana,2
Mannville,29,171,vanilla,3
Magrath,22,35,banana,3
Magrath,26,70,chocolate,2
Girouxville,7,189,vanilla,2
Magrath,21,162,banana,1
Eckville,23,149,strawberry,1
Ryley,19,66,chocolate,2
Bruderheim,7,18,strawberry,2
Delburne,5,67,chocolate,2
Mannville,5,198,vanilla,3
Bashaw,7,39,strawberry,1
Chestermere,14,1,chocolate,2
Lacombe,3,47,vanilla,1
Mannville,30,45,strawberry,2
Lacombe,12,39,strawberry,3
Mannville,24,75,vanilla,2
Cardston,8,8,strawberry,2
Eckville,11,108,strawberry,2
Bruderheim,3,21,vanilla,2
Girouxville,5,181,chocolate,2
Olds,29,138,strawberry,1
Lacombe,23,72,strawberry,1
Falher,29,75,strawberry,2
Eckville,15,51,vanilla,3
Lamont,23,31,vanilla,1
Olds,13,52,strawberry,3
Mundare,16,123,vanilla,3
Vermilion,1,26,strawberry,1
Chestermere,16,166,strawberry,2
Falher,3,76,vanilla,2
Bashaw,11,52,banana,2
Bruderheim,7,116,vanilla,1
Vermilion,5,86,strawberry,2
Chestermere,23,65,chocolate,3
Mannville,23,166,strawberry,1
Chestermere,27,86,strawberry,3
Mannville,10,166,strawberry,3
Mundare,25,164,banana,3
Bashaw,14,132,vanilla,2
Myrnam,20,13,strawberry,2
Mannville,16,155,chocolate,2
Lomond,4,124,chocolate,2
Chestermere,27,63,chocolate,2
Athabasca,12,119,strawberry,1
Bashaw,26,100,banana,3
Lomond,28,45,banana,3
Ryley,8,23,chocolate,2
Lacombe,7,90,vanilla,2
Eckville,9,64,strawberry,2
Girouxville,8,134,strawberry,2
Mundare,12,56,vanilla,3
Mundare,18,40,chocolate,3
Chestermere,6,62,banana,1
Vermilion,18,131,banana,2
Delburne,23,48,vanilla,2
Girouxville,25,15,vanilla,2
Girouxville,18,76,vanilla,1
Bruderheim,28,64,chocolate,2
Myrnam,10,9,chocolate,1
Chestermere,4,97,strawberry,2
Mundare,8,121,banana,3
Vermilion,14,114,banana,1
Bashaw,10,19,banana,2
Olds,6,32,chocolate,1
Olds,14,11,banana,2
Delburne,5,33,strawberry,3
Bruderheim,14,97,strawberry,2
Cardston,24,50,vanilla,2
Mundare,2,138,vanilla,1
Magrath,3,129,strawberry,1
Delburne,17,91,vanilla,3
Olds,10,9,chocolate,2
Ryley,9,79,chocolate,2
Magrath,3,45,vanilla,2
Myrnam,9,135,chocolate,1
Mundare,30,5,strawberry,3
Chestermere,4,86,vanilla,1
Valleyview,16,137,vanilla,3
Magrath,25,136,strawberry,1
Mannville,22,133,vanilla,2
Falher,26,23,vanilla,2
Mundare,19,43,chocolate,3
Lomond,12,46,vanilla,2
Vermilion,18,144,vanilla,1
Girouxville,10,97,banana,3
Magrath,25,30,chocolate,1
Chestermere,9,34,strawberry,2
Mundare,12,199,banana,3
Olds,3,37,chocolate,3
Cardston,2,18,strawberry,3
Chestermere,16,157,vanilla,3
Bashaw,28,2,chocolate,1
Lamont,19,106,banana,2
Athabasca,25,58,vanilla,3
Ryley,30,26,chocolate,1
Cardston,12,104,chocolate,1
Chestermere,28,128,chocolate,2
Magrath,5,30,banana,2
Delburne,3,56,chocolate,3
Cardston,18,24,strawberry,2
Ryley,3,105,vanilla,1
Olds,2,95,vanilla,2
Ryley,27,9,chocolate,3
Mundare,12,148,strawberry,2
Girouxville,20,206,chocolate,1
Olds,4,37,strawberry,1
Bruderheim,28,171,strawberry,3
Lomond,21,172,strawberry,2
Magrath,30,91,chocolate,3
Girouxville,14,74,chocolate,3
Olds,20,4,vanilla,3
Ryley,2,74,chocolate,1
Girouxville,6,30,banana,1
Cardston,17,85,chocolate,2
Mannville,12,84,strawberry,1
Mannville,6,134,banana,3
Mundare,27,8,vanilla,1
Chestermere,27,5,banana,2
Bashaw,25,41,strawberry,1
Mannville,24,136,vanilla,2
Bashaw,7,133,chocolate,1
Mundare,14,25,chocolate,2
Eckville,28,57,chocolate,2
Chestermere,20,106,vanilla,2
Lomond,12,28,banana,2
Delburne,10,21,vanilla,1
Falher,30,92,chocolate,1
Eckville,25,154,chocolate,2
Vermilion,17,27,chocolate,2
Bashaw,2,83,vanilla,1
Vermilion,27,31,chocolate,2
Mannville,27,95,vanilla,1
Mannville,24,85,strawberry,1
Cardston,2,13,banana,2
Mannville,9,154,vanilla,2
Mundare,13,24,banana,3
Girouxville,26,112,strawberry,3
Mannville,27,198,strawberry,2
Cardston,19,42,chocolate,3
Girouxville,24,180,strawberry,2
Mannville,6,71,vanilla,3
Olds,6,129,strawberry,2
Myrnam,7,85,chocolate,2
Bashaw,2,79,vanilla,2
Valleyview,18,63,strawberry,2
Mundare,19,158,chocolate,1
Athabasca,23,113,vanilla,2
Chestermere,17,94,vanilla,1
Lacombe,29,72,strawberry,1
Ryley,11,7,strawberry,1
Girouxville,7,67,vanilla,2
Valleyview,20,199,chocolate,1
Athabasca,3,149,strawberry,2
Mundare,28,154,banana,2
Bruderheim,26,11,banana,2
Valleyview,18,181,vanilla,1
Ryley,6,70,strawberry,3
Valleyview,1,83,chocolate,2
Chestermere,20,29,banana,1
Mannville,22,120,banana,1
Athabasca,22,161,chocolate,1
Bashaw,10,34,banana,2
Lomond,15,78,chocolate,1
Chestermere,22,68,chocolate,1
Lomond,8,86,chocolate,1
Falher,8,33,strawberry,3
Lomond,24,4,chocolate,1
Bruderheim,24,68,strawberry,2
Lomond,14,78,banana,2
Cardston,5,86,strawberry,1
Cardston,30,1,chocolate,2
Bruderheim,6,30,chocolate,2
Mannville,9,96,vanilla,2
Lomond,23,129,strawberry,2
Mannville,1,173,strawberry,2
Athabasca,1,79,vanilla,1
Mundare,6,91,chocolate,3
Bruderheim,23,14,strawberry,3
Ryley,15,52,chocolate,2
Lacombe,4,21,vanilla,2
Valleyview,21,59,vanilla,2
Valleyview,1,11,chocolate,2
Eckville,18,153,strawberry,2
Athabasca,16,117,strawberry,2
Myrnam,7,131,vanilla,2
Bashaw,27,70,strawberry,1
Mundare,4,23,vanilla,2
Falher,2,48,banana,2
Valleyview,10,133,banana,1
Bashaw,30,51,banana,2
Mannville,2,184,strawberry,2
Cardston,21,177,vanilla,3
Athabasca,30,97,vanilla,2
Myrnam,24,75,chocolate,3
Cardston,20,34,chocolate,1
Cardston,21,50,banana,2
Olds,24,65,strawberry,3
Olds,24,50,vanilla,2
Lomond,23,112,vanilla,3
Mannville,10,110,strawberry,2
Lomond,17,165,chocolate,2
Chestermere,18,150,vanilla,2
Mundare,9,3,strawberry,2
Olds,20,92,vanilla,2
Eckville,2,108,vanilla,2
Lacombe,1,144,banana,3
Lamont,9,14,vanilla,2
Athabasca,18,79,chocolate,2
Lomond,29,60,vanilla,1
Mannville,15,64,vanilla,2
Mannville,4,131,vanilla,2
Bashaw,27,78,chocolate,2
Olds,1,108,chocolate,2
Girouxville,4,82,vanilla,2
Mundare,21,150,strawberry,3
Vermilion,28,131,strawberry,1
Lamont,13,83,strawberry,2
Athabasca,14,140,strawberry,1
Girouxville,13,185,vanilla,2
Valleyview,16,70,chocolate,1
Girouxville,27,30,strawberry,2
Lomond,11,118,vanilla,3
Bruderheim,9,142,chocolate,2
Girouxville,26,65,chocolate,3
Girouxville,15,46,strawberry,1
Chestermere,20,50,chocolate,2
Ryley,2,37,banana,1
Mannville,22,59,chocolate,2
Mundare,17,154,vanilla,2
Athabasca,22,166,banana,2
Delburne,13,25,chocolate,1
Lacombe,7,79,vanilla,3
Bruderheim,25,83,banana,2
Mundare,2,95,banana,2
Bashaw,6,151,strawberry,1
Athabasca,21,24,strawberry,3
Myrnam,14,121,strawberry,2
Delburne,22,100,chocolate,2
Cardston,13,90,banana,1
Bashaw,14,153,vanilla,1
Myrnam,11,50,vanilla,2
Eckville,9,116,banana,2
Lacombe,4,21,chocolate,2
Magrath,3,153,strawberry,3
Eckville,18,141,strawberry,2
Lomond,19,12,chocolate,1
Magrath,1,69,chocolate,1
Lomond,25,162,vanilla,2
Myrnam,9,92,strawberry,1
Bruderheim,11,76,strawberry,1
Valleyview,8,128,banana,2
Myrnam,27,44,banana,2
Athabasca,18,7,chocolate,2
Ryley,3,112,strawberry,3
Athabasca,13,63,vanilla,1
Mundare,10,244,strawberry,3
Mannville,20,50,chocolate,1
Magrath,3,170,strawberry,1
Chestermere,9,9,strawberry,3
Bruderheim,6,78,vanilla,1
Falher,12,38,strawberry,1
Chestermere,24,84,chocolate,2
Mundare,1,167,chocolate,1
Cardston,23,24,vanilla,1
Chestermere,6,122,chocolate,2
Magrath,16,36,strawberry,1
Myrnam,17,99,banana,1
Olds,29,31,strawberry,2
Mannville,18,68,vanilla,2
Chestermere,24,109,vanilla,2
Mundare,14,28,vanilla,1
Myrnam,26,38,strawberry,1
Vermilion,24,116,strawberry,2
Girouxville,13,198,strawberry,1
Mundare,5,69,chocolate,2
Ryley,7,13,strawberry,2
Ryley,10,58,banana,1
Vermilion,12,84,chocolate,1
Myrnam,11,46,strawberry,3
Mundare,8,54,strawberry,2
Bruderheim,11,13,vanilla,3
Olds,11,55,chocolate,1
Athabasca,13,87,chocolate,3
Bashaw,13,79,banana,3
Girouxville,9,2,strawberry,2
Lacombe,29,39,vanilla,1
Eckville,28,103,strawberry,1
Bruderheim,29,3,chocolate,1
Girouxville,24,221,banana,2
Lacombe,24,70,chocolate,2
Olds,20,42,chocolate,2
Ryley,18,96,chocolate,2
Bruderheim,13,15,vanilla,2
Bashaw,14,86,strawberry,1
Athabasca,15,24,banana,2
Girouxville,20,91,chocolate,1
Lomond,23,127,chocolate,3
Myrnam,29,143,vanilla,2
Lomond,10,56,vanilla,1
Mannville,25,87,strawberry,1
Valleyview,23,69,chocolate,2
Athabasca,11,7,vanilla,1
Valleyview,16,73,banana,1
Chestermere,14,161,chocolate,2
Ryley,12,144,strawberry,2
Mundare,12,20,banana,2
Olds,7,31,banana,2
Myrnam,6,55,chocolate,3
Mannville,9,32,strawberry,2
Athabasca,28,119,chocolate,2
Lomond,10,23,vanilla,2
Mannville,28,148,chocolate,2
Bashaw,14,12,chocolate,2
Athabasca,18,65,vanilla,3
Delburne,28,72,vanilla,2
Lomond,24,120,vanilla,1
Valleyview,16,76,banana,1
Lamont,20,69,chocolate,2
Mundare,10,33,chocolate,2
Olds,7,44,chocolate,1
Cardston,28,101,chocolate,1
Bashaw,22,85,strawberry,3
Falher,28,22,strawberry,2
Athabasca,12,16,banana,1
Ryley,13,50,chocolate,2
Bashaw,12,22,banana,2
Bruderheim,22,44,vanilla,2
Mundare,23,49,vanilla,1
Mannville,3,2,vanilla,2
Mundare,24,206,strawberry,1
Mannville,13,162,vanilla,2
Vermilion,4,66,banana,2
Mannville,24,26,vanilla,2
Bashaw,5,89,vanilla,1
Falher,14,86,vanilla,3
Mundare,17,96,strawberry,2
Girouxville,5,151,chocolate,2
Myrnam,21,67,chocolate,3
Lacombe,19,41,banana,1
Chestermere,19,78,vanilla,3
Vermilion,10,5,vanilla,3
Delburne,6,97,vanilla,2
Valleyview,6,2,chocolate,2
Cardston,15,84,strawberry,1
Cardston,19,15,strawberry,1
Lamont,12,111,vanilla,2
Mundare,10,176,vanilla,2
Olds,26,57,banana,2
Girouxville,7,2,vanilla,2
Bashaw,4,61,chocolate,2
Magrath,19,31,banana,3
Olds,7,75,vanilla,2
Delburne,17,8,strawberry,2
Lacombe,3,8,vanilla,2
Myrnam,16,61,banana,2
Myrnam,12,87,strawberry,2
Eckville,3,4,strawberry,1
Cardston,11,60,vanilla,1
Girouxville,11,86,banana,1
Valleyview,8,137,strawberry,2
Girouxville,22,68,vanilla,1
Ryley,11,25,strawberry,2
Lomond,22,32,vanilla,2
Falher,30,20,banana,2
Mannville,30,227,strawberry,2
Magrath,1,53,strawberry,1
Vermilion,23,78,chocolate,2
Delburne,26,44,banana,3
Chestermere,2,37,chocolate,2
Cardston,11,161,vanilla,2
Mundare,9,182,vanilla,1
Eckville,23,155,vanilla,2
Falher,25,31,strawberry,2
Delburne,18,39,chocolate,2
Cardston,12,88,vanilla,1
Lomond,9,46,chocolate,3
Chestermere,4,113,chocolate,3
Bashaw,17,155,chocolate,2
Chestermere,12,102,strawberry,2
Lomond,11,116,chocolate,1
Cardston,21,96,vanilla,3
Mannville,29,102,strawberry,3
Girouxville,3,20,strawberry,2
Falher,19,134,chocolate,1
Lomond,13,53,chocolate,2
Bruderheim,23,58,strawberry,2
Valleyview,18,163,chocolate,2
Chestermere,23,71,vanilla,2
Mannville,25,118,strawberry,1
Eckville,23,60,strawberry,1
Mannville,3,187,chocolate,2
Lamont,30,77,vanilla,2
Athabasca,26,57,chocolate,1
