LOCATION,DAY,ORDER_NUMBER,TYPE
Ryley,25,3,drive through
Athabasca,30,123,in store
Mannville,11,183,takeout
Mannville,30,116,drive through
Delburne,26,135,in store
Chestermere,5,107,drive through
Magrath,14,70,in store
Mundare,17,148,in store
Cardston,3,44,drive through
Olds,3,29,takeout
Lacombe,1,59,drive through
Myrnam,17,5,takeout
Lamont,25,26,drive through
Athabasca,25,136,takeout
Girouxville,2,68,in store
Lamont,13,56,takeout
Lomond,26,16,drive through
Vermilion,28,13,drive through
Myrnam,7,117,in store
Mundare,1,2,in store
Bashaw,23,129,in store
Mundare,6,105,drive through
Magrath,28,97,drive through
Olds,25,80,drive through
Magrath,30,15,in store
Lomond,17,166,takeout
Valleyview,8,193,drive through
Myrnam,25,30,drive through
Vermilion,8,27,takeout
Lomond,29,64,in store
Delburne,13,115,takeout
Bashaw,13,119,takeout
Ryley,30,7,in store
Girouxville,12,136,drive through
Falher,10,124,takeout
Mannville,25,119,drive through
Chestermere,16,95,takeout
Girouxville,28,89,drive through
Mundare,19,66,drive through
Athabasca,12,80,in store
Bashaw,30,1,drive through
Mannville,29,44,in store
Ryley,23,26,in store
Eckville,12,25,in store
Lamont,20,8,drive through
Magrath,21,122,takeout
Athabasca,15,65,in store
Lomond,23,173,takeout
Cardston,2,85,in store
Athabasca,21,163,drive through
Magrath,28,128,in store
Mannville,6,72,takeout
Eckville,9,15,takeout
Falher,14,10,in store
Valleyview,10,26,drive through
Bashaw,3,105,in store
Lomond,4,135,in store
Lamont,20,98,drive through
Myrnam,6,40,takeout
Myrnam,17,29,takeout
Lacombe,14,127,drive through
Mannville,13,143,drive through
Mannville,5,88,takeout
Eckville,17,96,drive through
Bashaw,19,132,drive through
Girouxville,18,87,takeout
Eckville,2,48,in store
Chestermere,28,10,drive through
Lamont,20,129,takeout
Bashaw,3,113,in store
Delburne,2,48,in store
Mannville,15,73,drive through
Mundare,2,28,drive through
Bruderheim,25,8,drive through
Bashaw,14,88,drive through
Vermilion,17,108,drive through
Bashaw,9,23,in store
Chestermere,18,36,takeout
Olds,9,35,in store
Athabasca,6,18,in store
Mundare,22,137,drive through
Cardston,28,96,drive through
Delburne,29,49,takeout
Lamont,16,52,takeout
Bashaw,18,61,in store
Athabasca,19,140,in store
Eckville,4,9,takeout
Bashaw,19,195,drive through
Mannville,18,86,takeout
Eckville,13,130,takeout
Eckville,2,119,drive through
Falher,23,10,takeout
Bruderheim,23,22,takeout
Olds,4,12,takeout
Myrnam,24,134,takeout
Ryley,23,27,takeout
Mundare,27,44,in store
Lomond,21,175,drive through
Magrath,18,80,in store
Girouxville,21,43,takeout
Chestermere,5,15,takeout
Mundare,30,231,takeout
Lomond,10,146,in store
Bashaw,28,74,drive through
Ryley,7,49,drive through
Vermilion,16,91,in store
Bashaw,30,74,takeout
Ryley,12,97,takeout
Lacombe,18,15,in store
Mundare,11,84,drive through
Athabasca,20,1,takeout
Athabasca,21,64,takeout
Lomond,23,85,in store
Mundare,4,70,takeout
Olds,3,128,takeout
Mannville,6,196,drive through
Vermilion,16,47,takeout
Lamont,7,17,drive through
Magrath,29,52,drive through
Chestermere,20,111,in store
Vermilion,17,100,takeout
Valleyview,11,110,takeout
Bashaw,29,34,takeout
Lamont,23,35,in store
Bruderheim,20,45,drive through
Mannville,8,129,in store
Lomond,20,67,in store
Falher,13,57,drive through
Bruderheim,27,41,in store
Athabasca,1,15,in store
Mundare,7,37,drive through
Magrath,17,9,takeout
Magrath,23,70,takeout
Chestermere,29,40,takeout
Girouxville,24,61,in store
Lamont,26,51,in store
Mundare,23,121,drive through
Lomond,28,61,drive through
Lomond,19,54,drive through
Mannville,29,136,takeout
Mannville,14,169,drive through
Vermilion,29,25,takeout
Bruderheim,12,101,takeout
Olds,8,101,drive through
Cardston,2,75,in store
Lamont,9,42,drive through
Valleyview,6,119,drive through
Vermilion,4,61,drive through
Mannville,6,28,drive through
Valleyview,21,39,in store
Chestermere,20,154,takeout
Cardston,11,17,takeout
Valleyview,19,56,drive through
Mundare,12,47,takeout
Eckville,23,95,takeout
Mundare,1,173,drive through
Girouxville,11,208,takeout
Bashaw,26,58,drive through
Mundare,20,158,drive through
Ryley,30,16,in store
Athabasca,16,51,drive through
Ryley,18,71,in store
Eckville,15,29,drive through
Mundare,29,235,in store
Chestermere,14,106,in store
Bruderheim,1,8,in store
Delburne,2,10,drive through
Bashaw,20,65,in store
Lomond,16,86,drive through
Girouxville,22,118,in store
Girouxville,4,49,drive through
Athabasca,29,143,drive through
Athabasca,17,101,drive through
Bashaw,8,71,in store
Girouxville,7,82,takeout
Cardston,26,16,drive through
Falher,29,43,drive through
Girouxville,4,70,in store
Lomond,3,119,drive through
Lacombe,24,95,takeout
Olds,13,18,drive through
Lamont,8,93,drive through
Eckville,6,37,in store
Lamont,9,22,takeout
Chestermere,15,107,drive through
Cardston,13,50,in store
Chestermere,12,45,drive through
Bashaw,28,50,in store
Mannville,13,54,takeout
Athabasca,19,142,takeout
Bashaw,6,106,in store
Valleyview,30,66,in store
Bruderheim,6,111,in store
Magrath,15,148,takeout
Girouxville,9,163,in store
Magrath,30,9,takeout
Bashaw,20,126,takeout
Mannville,23,169,in store
Girouxville,27,179,takeout
Valleyview,2,166,takeout
Mannville,8,233,in store
Mundare,21,177,drive through
Lamont,12,36,drive through
Falher,27,51,drive through
Valleyview,6,44,in store
Chestermere,2,55,takeout
Olds,13,42,in store
Valleyview,16,74,in store
Cardston,15,127,takeout
Vermilion,2,14,takeout
Magrath,28,3,drive through
Bashaw,15,117,in store
Magrath,21,106,takeout
Mannville,26,133,takeout
Bashaw,26,109,in store
Bashaw,22,77,drive through
Valleyview,9,4,drive through
Girouxville,3,161,takeout
Bashaw,20,118,takeout
Mundare,15,15,drive through
Lamont,6,7,takeout
Chestermere,9,68,takeout
Bashaw,4,115,drive through
Magrath,2,38,takeout
Lomond,27,102,drive through
Lamont,13,65,in store
Athabasca,18,157,takeout
Bashaw,12,12,takeout
Athabasca,30,134,in store
Olds,2,53,drive through
Eckville,5,105,takeout
Mundare,30,239,in store
Cardston,22,27,takeout
Lacombe,12,110,in store
Valleyview,19,96,takeout
Mannville,16,81,takeout
Mundare,22,82,in store
Athabasca,7,148,takeout
Valleyview,6,31,drive through
Ryley,2,106,in store
Mannville,9,110,drive through
Mannville,25,134,takeout
Mundare,27,177,drive through
Eckville,24,5,drive through
Bashaw,16,158,drive through
Mannville,14,174,drive through
Ryley,29,12,in store
Mannville,23,23,drive through
Mannville,27,207,takeout
Mannville,8,58,in store
Lacombe,28,21,takeout
Mundare,14,1,takeout
Cardston,22,163,drive through
Ryley,18,41,takeout
Bruderheim,26,10,drive through
Athabasca,24,140,drive through
Athabasca,13,46,in store
Vermilion,12,132,drive through
Ryley,6,4,drive through
Lomond,24,100,drive through
Bashaw,18,176,in store
Lacombe,6,11,takeout
Olds,26,152,in store
Girouxville,2,134,in store
Falher,9,46,in store
Myrnam,14,34,drive through
Mannville,25,14,drive through
Magrath,9,55,drive through
Mannville,30,95,takeout
Eckville,5,64,in store
Lomond,19,20,drive through
Mannville,5,67,in store
Valleyview,11,117,in store
Olds,4,60,takeout
Delburne,15,66,takeout
Myrnam,29,113,in store
Cardston,20,76,takeout
Cardston,11,81,takeout
Ryley,3,133,takeout
Vermilion,28,6,takeout
Valleyview,11,82,in store
Girouxville,27,106,drive through
Cardston,25,131,takeout
Athabasca,1,169,in store
Mundare,8,145,takeout
Girouxville,2,56,in store
Olds,27,54,drive through
Girouxville,16,84,takeout
Magrath,5,70,in store
Eckville,20,93,drive through
Lamont,28,56,in store
Olds,21,45,drive through
Ryley,21,4,in store
Girouxville,23,36,in store
Athabasca,22,53,drive through
Girouxville,7,214,drive through
Bashaw,20,108,in store
Lomond,15,94,takeout
Lamont,11,19,drive through
Olds,22,103,takeout
Lomond,4,89,takeout
Lamont,3,22,takeout
Magrath,20,32,in store
Lamont,2,140,drive through
Delburne,23,8,in store
Lamont,29,52,drive through
Valleyview,1,84,drive through
Eckville,13,58,in store
Mannville,29,203,drive through
Olds,24,105,drive through
Valleyview,5,148,takeout
Valleyview,5,214,takeout
Lomond,6,75,drive through
Athabasca,13,91,in store
Bashaw,3,137,drive through
Bashaw,8,64,takeout
Cardston,1,42,drive through
Bashaw,26,74,drive through
Mundare,19,67,takeout
Magrath,17,29,in store
Ryley,1,6,takeout
Valleyview,14,133,drive through
Mundare,24,81,takeout
Delburne,16,24,takeout
Mannville,16,59,takeout
Chestermere,18,37,takeout
Delburne,23,56,in store
Bruderheim,11,149,drive through
Mundare,8,16,takeout
Mundare,8,204,takeout
Lomond,29,66,drive through
Bashaw,1,73,drive through
Ryley,12,144,drive through
Lamont,13,63,drive through
Athabasca,7,140,takeout
Vermilion,21,57,takeout
Falher,3,60,drive through
Eckville,15,109,takeout
Girouxville,7,13,drive through
Lomond,26,67,drive through
Ryley,29,67,in store
Lomond,14,161,in store
Athabasca,12,67,takeout
Lacombe,23,79,takeout
Bashaw,2,116,in store
Eckville,14,71,takeout
Magrath,28,84,drive through
Mundare,6,94,takeout
Athabasca,16,128,takeout
Lomond,9,127,takeout
Athabasca,24,30,in store
Delburne,29,28,in store
Lomond,19,128,in store
Magrath,11,68,in store
Bashaw,14,39,takeout
Mannville,14,5,drive through
Bruderheim,4,13,takeout
Falher,2,53,in store
Vermilion,7,94,in store
Myrnam,22,24,takeout
Delburne,24,95,drive through
Magrath,9,112,in store
Vermilion,22,72,drive through
Lamont,20,19,drive through
Mundare,11,77,in store
Lomond,17,117,in store
Magrath,8,5,takeout
Eckville,29,137,in store
Magrath,1,109,drive through
Bruderheim,3,27,takeout
Magrath,3,25,in store
Athabasca,28,70,drive through
Valleyview,17,41,takeout
Cardston,12,63,drive through
Olds,12,1,takeout
Mundare,2,182,in store
Chestermere,28,139,in store
Lomond,2,54,takeout
Valleyview,11,94,drive through
Mundare,15,18,takeout
Bruderheim,29,111,drive through
Eckville,12,45,in store
Bashaw,11,87,takeout
Girouxville,22,104,drive through
Mannville,1,25,takeout
Bruderheim,10,46,takeout
Vermilion,14,1,takeout
Cardston,28,18,takeout
Girouxville,26,215,drive through
Lamont,12,56,drive through
Girouxville,23,29,drive through
Cardston,11,65,takeout
Bashaw,2,103,drive through
Girouxville,2,61,drive through
Vermilion,5,59,drive through
Girouxville,9,85,takeout
Bashaw,22,53,takeout
Chestermere,13,9,drive through
Vermilion,4,172,in store
Girouxville,20,26,drive through
Olds,7,135,in store
Bashaw,21,48,in store
Olds,9,90,drive through
Ryley,2,5,takeout
Valleyview,14,21,takeout
Lamont,1,6,in store
Myrnam,27,14,takeout
Falher,15,2,in store
Olds,17,61,takeout
Mundare,12,149,takeout
Mannville,4,134,in store
Athabasca,2,148,drive through
Vermilion,2,41,takeout
Myrnam,24,91,in store
Bashaw,18,184,drive through
Valleyview,22,33,drive through
Athabasca,6,98,in store
Delburne,22,109,in store
Girouxville,12,107,drive through
Girouxville,5,70,takeout
Vermilion,15,79,takeout
Delburne,21,45,drive through
Bashaw,24,164,in store
Lamont,24,126,in store
Olds,28,57,drive through
Girouxville,10,150,takeout
Lomond,4,67,takeout
Ryley,21,109,drive through
Cardston,11,63,in store
Lacombe,22,57,in store
Lomond,13,1,takeout
Girouxville,8,63,takeout
Mundare,1,134,in store
Lomond,11,11,in store
Lomond,16,24,takeout
Mannville,21,93,takeout
Chestermere,4,156,drive through
Bashaw,2,72,takeout
Bashaw,14,171,takeout
Lomond,20,116,in store
Lomond,11,191,takeout
Vermilion,28,85,in store
Lacombe,20,158,takeout
Falher,30,9,in store
Valleyview,23,9,takeout
Myrnam,9,151,takeout
Chestermere,18,102,in store
Athabasca,8,65,takeout
Lomond,17,193,takeout
Lacombe,7,34,takeout
Mundare,10,16,drive through
Bashaw,13,173,in store
Mannville,7,87,drive through
Girouxville,27,127,in store
Mannville,1,58,drive through
Mannville,5,137,in store
Olds,17,17,takeout
Lomond,28,38,drive through
Lamont,4,6,drive through
Mannville,14,56,drive through
Delburne,1,152,drive through
Olds,6,102,takeout
Lacombe,9,106,drive through
Girouxville,16,76,in store
Eckville,11,17,in store
Vermilion,21,67,drive through
Eckville,29,155,takeout
Ryley,12,39,in store
Valleyview,2,37,drive through
Mannville,28,48,in store
Delburne,17,4,in store
Valleyview,10,4,in store
Lomond,12,32,takeout
Athabasca,27,38,takeout
Bashaw,13,9,in store
Athabasca,2,74,drive through
Valleyview,10,147,takeout
Olds,25,1,drive through
Cardston,21,7,in store
Chestermere,22,95,in store
Falher,30,34,drive through
Mannville,12,98,drive through
Lomond,22,166,takeout
Magrath,12,118,drive through
Myrnam,11,80,in store
Lacombe,13,45,in store
Chestermere,6,39,in store
Mundare,2,61,in store
Falher,17,31,in store
Bashaw,14,205,in store
Vermilion,9,53,in store
Bruderheim,30,93,drive through
Mundare,29,1,in store
Valleyview,2,62,in store
Mundare,24,104,in store
Vermilion,11,97,takeout
Vermilion,26,36,takeout
Mundare,2,89,takeout
Olds,20,160,drive through
Athabasca,17,66,takeout
Bashaw,30,116,in store
Valleyview,15,104,takeout
Eckville,7,28,takeout
Lamont,21,84,in store
Athabasca,7,23,in store
Myrnam,23,140,takeout
Mundare,16,50,drive through
Girouxville,7,177,in store
Delburne,15,22,in store
Valleyview,15,6,in store
Ryley,29,98,in store
Bashaw,27,20,drive through
Falher,4,60,takeout
Lacombe,20,91,in store
Lomond,21,95,takeout
Mannville,8,212,drive through
Ryley,17,23,in store
Athabasca,23,73,drive through
Bruderheim,8,7,in store
Girouxville,19,21,in store
Vermilion,9,92,in store
Olds,22,5,drive through
Girouxville,25,57,in store
Falher,27,59,drive through
Bruderheim,21,69,drive through
Mannville,5,29,drive through
Eckville,7,103,takeout
Mundare,18,51,takeout
Mannville,3,31,in store
Olds,29,131,drive through
Bashaw,11,50,in store
Valleyview,10,49,drive through
Lamont,13,79,takeout
Vermilion,22,65,drive through
Myrnam,3,40,takeout
Mannville,3,128,takeout
Lamont,15,15,takeout
Girouxville,11,8,in store
Delburne,22,35,drive through
Magrath,6,149,takeout
Lamont,20,127,in store
Girouxville,26,173,takeout
Bruderheim,17,48,takeout
Eckville,22,9,in store
Myrnam,19,3,drive through
Chestermere,20,23,drive through
Cardston,3,42,takeout
Athabasca,2,2,in store
Bashaw,24,159,drive through
Eckville,23,138,in store
Magrath,8,102,takeout
Delburne,7,109,drive through
Mundare,19,49,in store
Cardston,2,107,takeout
Lacombe,22,21,drive through
Myrnam,17,111,drive through
Eckville,17,152,takeout
Athabasca,24,1,drive through
Vermilion,26,76,in store
Myrnam,1,118,takeout
Eckville,4,85,in store
Athabasca,3,121,drive through
Athabasca,18,77,in store
Mundare,16,77,drive through
Valleyview,23,52,takeout
Bashaw,8,125,drive through
Athabasca,13,73,in store
Falher,2,60,drive through
Magrath,29,87,takeout
Girouxville,20,23,takeout
Athabasca,19,119,drive through
Mundare,17,73,drive through
Magrath,21,89,drive through
Cardston,8,41,in store
Lomond,25,4,drive through
Valleyview,22,28,takeout
Ryley,17,68,drive through
Eckville,21,36,takeout
Olds,24,121,takeout
Delburne,22,124,in store
Lomond,13,41,drive through
Mannville,3,103,takeout
Mannville,26,122,takeout
Mundare,10,71,takeout
Girouxville,14,97,takeout
Cardston,22,23,drive through
Bashaw,21,38,in store
Lomond,26,53,drive through
Lamont,12,131,takeout
Mannville,2,175,drive through
Vermilion,28,111,in store
Ryley,29,58,drive through
Lamont,15,55,in store
Girouxville,28,135,drive through
Ryley,14,98,drive through
Lacombe,12,49,takeout
Olds,7,20,drive through
Bruderheim,10,57,in store
Chestermere,8,108,in store
Chestermere,29,44,drive through
Lacombe,19,15,drive through
Valleyview,11,132,takeout
Bruderheim,30,73,in store
Falher,19,53,in store
Eckville,7,87,drive through
Ryley,20,49,in store
Lomond,18,49,in store
Mundare,22,219,takeout
Magrath,30,17,in store
Myrnam,19,47,drive through
Magrath,15,11,drive through
Myrnam,4,75,drive through
Girouxville,20,96,takeout
Falher,1,45,takeout
Magrath,23,5,in store
Bruderheim,5,52,takeout
Girouxville,25,125,takeout
Eckville,30,5,takeout
Bruderheim,4,35,in store
Lacombe,11,94,in store
Bruderheim,14,101,takeout
Vermilion,25,67,in store
Mannville,16,112,takeout
Eckville,10,39,in store
Cardston,2,108,in store
Falher,21,42,drive through
Eckville,29,106,in store
Mannville,13,43,drive through
Valleyview,6,114,takeout
Mundare,7,44,drive through
Mundare,1,8,takeout
Vermilion,6,29,in store
Lomond,11,101,in store
Magrath,9,141,takeout
Lomond,29,150,drive through
Bruderheim,26,99,takeout
Bashaw,18,81,drive through
Lacombe,5,127,takeout
Girouxville,2,141,drive through
Chestermere,18,44,drive through
Cardston,2,109,takeout
Bashaw,20,174,in store
Mundare,12,165,in store
Mannville,8,103,takeout
Athabasca,25,55,drive through
Athabasca,26,19,takeout
Eckville,15,115,drive through
Bruderheim,24,157,in store
Valleyview,15,187,takeout
Vermilion,20,6,drive through
Mundare,22,153,takeout
Valleyview,10,23,takeout
Myrnam,25,28,takeout
Mannville,18,156,takeout
Mundare,20,2,drive through
Bruderheim,21,55,in store
Valleyview,6,7,takeout
Mundare,17,6,takeout
Bashaw,4,17,takeout
Vermilion,27,87,takeout
Bruderheim,11,87,takeout
Valleyview,21,70,drive through
Athabasca,16,1,in store
Eckville,8,12,takeout
Chestermere,22,55,takeout
Ryley,20,62,drive through
Bruderheim,13,3,in store
Vermilion,28,108,takeout
Bashaw,25,12,in store
Chestermere,14,32,takeout
Lamont,3,2,takeout
Girouxville,24,33,takeout
Myrnam,29,82,drive through
Mundare,30,158,drive through
Girouxville,22,71,in store
Lamont,20,33,in store
Girouxville,27,134,takeout
Lomond,3,1,in store
Bashaw,1,144,in store
Magrath,18,30,in store
Athabasca,2,17,takeout
Mannville,1,128,takeout
Chestermere,5,3,takeout
Bashaw,23,100,in store
Bashaw,16,39,takeout
Lacombe,26,15,takeout
Chestermere,12,77,takeout
Mannville,28,147,takeout
Girouxville,21,107,takeout
Valleyview,1,138,takeout
Bashaw,15,112,drive through
Delburne,25,81,takeout
Mannville,19,131,in store
Eckville,18,153,drive through
Ryley,24,43,drive through
Olds,4,53,takeout
Lacombe,25,37,drive through
Bashaw,7,131,drive through
Lacombe,21,71,in store
Ryley,15,28,in store
Girouxville,11,64,in store
Lomond,14,172,in store
Valleyview,1,67,takeout
Girouxville,1,37,takeout
Mannville,23,60,takeout
Magrath,12,25,takeout
Falher,19,1,drive through
Bashaw,24,17,takeout
Lomond,10,31,drive through
Lomond,14,104,in store
Athabasca,27,79,drive through
Eckville,9,91,in store
Olds,26,14,takeout
Lomond,30,12,takeout
Girouxville,1,138,drive through
Valleyview,16,101,drive through
Lamont,6,150,in store
Olds,3,153,in store
Lomond,10,80,drive through
Valleyview,3,87,drive through
Cardston,15,88,drive through
Eckville,28,56,in store
Bashaw,24,204,drive through
Lomond,23,154,drive through
Valleyview,20,71,takeout
Cardston,22,49,drive through
Girouxville,12,28,in store
Ryley,3,87,takeout
Lomond,28,33,takeout
Vermilion,25,114,drive through
